Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp;age
201900000254;138 306 042;A01;1;1;4;1;1967;5;0;-1;-1;0;0;-1;55
201900000254;138 306 043;B01;1;1;1;1;1968;5;1;-1;-1;0;0;-1;54
201900000257;138 306 037;B01;1;1;1;2;1958;5;1;-1;-1;0;0;-1;64
201900000257;138 306 038;A01;1;1;4;1;1957;5;2;-1;-1;0;0;-1;65
201900000293;138 305 982;B01;1;1;3;1;2007;9;0;-1;-1;0;0;-1;15
201900000293;138 305 983;A01;1;1;1;1;1987;3;1;-1;-1;0;0;-1;35
201900000305;138 305 958;B01;1;1;4;1;1998;5;6;2;-1;0;0;-1;24
201900000305;138 305 959;A01;2;2;3;2;1955;5;2;6;-1;0;0;-1;67
201900000305;138 305 959;A01;1;1;3;1;1950;5;2;6;-1;0;0;-1;72
201900000307;138 305 955;B01;1;1;4;1;1982;0;8;0;-1;-1;0;-1;40
201900000307;138 305 956;A01;1;1;1;2;1978;1;1;8;-1;-1;0;-1;44
201900000310;138 305 950;A01;1;1;3;1;1958;1;8;0;-1;-1;0;-1;64
201900000320;138 305 933;A01;1;1;1;1;2004;5;8;0;-1;0;0;-1;18
201900000320;138 305 933;A01;10;3;4;2;1995;5;8;0;-1;1;1;3;27
201900000329;138 305 919;B01;1;1;3;1;2006;5;8;0;-1;-1;0;-1;16
201900000335;138 305 904;A01;10;3;3;2;1929;0;0;0;-1;1;3;1;93
201900000335;138 305 904;A01;1;1;1;1;1999;5;8;0;-1;-1; -1;-1;23
201900000337;138 305 898;A01;1;1;3;1;1994;4;2;8;-1;0;0;-1;28
201900000345;138 305 883;B01;1;1;4;2;1965;9;8;8;-1;-1;0;-1;57
201900000350;138 305 870;B01;1;1;4;2;2000;9;2;8;-1;-1;0;-1;22
201900000350;138 305 871;A01;1;1;1;1;1982;9;1;0;-1;-1;0;-1;40
201900000354;138 305 862;A01;1;1;4;2;2008;5;8;0;-1;-1;0;-1;14
201900000354;138 305 863;B01;1;1;1;1;2000;5;1;0;-1;-1;0;-1;22
201900000360;138 305 855;A01;1;1;1;1;2003;5;8;0;-1;0;0;-1;19
201900000360;138 305 856;B01;1;1;4;2;1955;5;8;0;-1;0;0;-1;67
201900000368;138 305 841;B01;1;1;4;2;1985;0;8;0;-1;-1;0;-1;37
201900000368;138 305 842;A01;1;1;1;1;1971;0;1;0;-1;-1;0;-1;51
201900000371;138 305 836;B01;1;1;4;2;2000;5;8;0;-1;-1;0;-1;22
201900000371;138 305 837;A01;1;1;1;2;1983;4;1;8;-1;-1; -1;-1;39
201900000374;138 305 832;A01;10;3;4;2;1994;0;8;0;-1;4;3;1;28
201900000374;138 305 832;A01;1;1;1;1;1997;1;2;0;-1;-1;0;-1;25
201900000382;138 305 819;B01;1;1;4;1;1988;5;8;0;-1;-1; -1;-1;34
201900000382;138 305 820;A01;1;1;1;2;1989;1;1;0;-1;-1; -1;-1;33
201900000394;138 305 800;A01;1;1;1;1;1992;4;8;0;-1;-1; -1;-1;30
201900000394;138 305 801;B01;1;1;4;2;1965;1;8;0;-1;-1; -1;-1;57
201900000402;138 305 786;B01;1;1;4;1;2003;4;8;0;-1;-1; -1;-1;19
201900000402;138 305 787;A01;1;1;1;1;1967;0;8;0;-1;-1; -1;-1;55
201900000443;138 305 713;A01;1;1;1;1;1968;1;1;0;-1;-1; -1;-1;54
201900000443;138 305 713;A01;2;2;1;1;1977;9;1;0;-1;-1; -1;-1;45
201900000443;138 305 714;B01;2;1;4;1;1961;9;2;0;-1;-1; -1;-1;61
201900000468;138 305 668;B01;1;1;4;2;1972;0;2;0;-1;-1; -1;-1;50
201900000468;138 305 669;A01;1;1;1;1;1971;0;1;0;-1;-1; -1;-1;51
201900000478;138 305 651;A01;1;1;1;1;1969;4;1;0;-1;0;0;-1;53
201900000478;138 305 652;B01;1;1;4;2;1989;1;2;8;-1;0;0;-1;33
201900000480;138 305 648;A01;1;1;1;1;1996;5;8;2;-1;0;0;-1;26
201900000480;138 305 648;A01;10;3;4;1;1967;5;0;-1;-1;4;3;1;55
201900000483;138 305 642;A01;1;1;4;2;1999;2;8;2;-1;0;0;-1;23
201900000489;138 305 631;A01;1;1;1;1;1980;0;2;6;-1;-1; -1;-1;42
201900000489;138 305 632;B01;1;1;4;1;1999;0;8;8;-1;-1; -1;-1;23
201900000498;138 305 617;A01;1;1;1;1;1972;4;8;0;-1;-1;0;-1;50
201900000498;138 305 618;B01;2;1;4;2;1993;1;8;0;-1;-1;0;-1;29
201900000528;138 305 558;B01;1;1;3;1;1959;5;0;-1;-1;0;0;-1;63
201900000528;138 305 559;A01;1;1;1;2;1971;1;1;-1;-1;0;0;-1;51
201900000530;138 305 553;B01;1;1;3;1;2005;5;2;-1;-1;0;0;-1;17
201900000530;138 305 554;A01;2;2;1;2;1948;5;1;-1;-1;0;0;-1;74
201900000530;138 305 554;A01;1;1;1;2;1939;5;1;-1;-1;0;0;-1;83
201900000538;138 305 543;A01;1;1;4;1;1949;5;2;-1;-1;0;0;-1;73
201900000558;138 305 508;A01;10;3;4;1;1987;5;0;-1;-1;4;3;1;35
201900000558;138 305 508;A01;1;1;1;1;1978;1;8;2;-1;0;0;-1;44
201900000569;138 305 489;B01;10;3;4;1;1991;5;0;-1;-1;2;3;1;31
201900000569;138 305 489;B01;1;1;1;1;1997;0;2;6;-1;0;0;-1;25
201900000580;138 305 467;B01;1;1;4;1;1962;1;2;0;-1;-1; -1;-1;60
201900000580;138 305 468;A01;1;1;4;1;1971;1;1;0;-1;-1; -1;-1;51
201900000587;138 305 455;B01;1;1;4;1;1988;5;8;0;-1;-1;0;-1;34
201900000587;138 305 456;A01;1;1;1;1;1996;4;2;8;-1;-1;0;-1;26
201900000603;138 305 433;A01;2;2;1;1;2009;5;8;-1;-1;0;0;-1;13
201900000603;138 305 433;A01;1;1;1;1;1978;5;9;-1;-1;0;0;-1;44
201900000603;138 305 434;B01;1;1;2;1;1940;9;8;-1;-1;0;0;-1;82
201900000613;138 305 419;A01;1;1;1;1;1967;4;1;-1;-1;0;0;-1;55
201900000613;138 305 420;B01;1;1;2;1;1948;5;2;-1;-1;0;0;-1;74
201900000634;138 305 385;A01;1;1;1;1;1989;5;1;-1;-1;0;0;-1;33
201900000634;138 305 386;B01;1;1;3;1;1943;5;0;-1;-1;0;0;-1;79
201900000641;138 305 373;B01;1;1;4;2;1956;5;0;-1;-1;0;0;-1;66
201900000641;138 305 374;A01;1;1;1;2;1959;1;1;-1;-1;0;0;-1;63
201900000669;138 305 311;A01;1;1;1;1;1973;1;1;0;-1;0;0;-1;49
201900000669;138 305 312;B01;1;1;4;1;1996;1;8;2;-1;0;0;-1;26
201900000670;138 305 309;A01;1;1;1;1;1956;4;1;0;-1;0;0;-1;66
201900000670;138 305 309;A01;4;2;1;1;1972;0;1;0;-1;0;0;-1;50
201900000670;138 305 310;B01;1;1;4;2;1987;0;2;8;-1;0;0;-1;35
201900000678;138 305 297;A01;1;1;4;1;1971;0;8;0;-1;-1; -1;-1;51
201900000684;138 305 283;Y01;1;1;1;1;1959;4;2;0;-1;-1; -1;-1;63
201900000684;138 305 284;A01;1;1;4;1;1992;1;8;0;-1;-1;0;-1;30
201900000690;138 305 274;B01;2;1;4;2;1947;0;8;0;-1;-1;0;-1;75
201900000690;138 305 275;A01;1;1;1;2;1992;0;1;0;-1;-1;0;-1;30
201900000701;138 305 254;B01;1;1;1;2;1988;1;1;-1;-1;0;0;-1;34
201900000701;138 305 255;A01;1;1;3;1;1975;5;2;-1;-1;0;0;-1;47
201900000708;138 305 242;A01;1;1;4;1;1949;5;2;-1;-1;0;0;-1;73
201900000708;138 305 243;B01;1;1;1;1;1956;5;2;-1;-1;0;0;-1;66
201900000717;138 305 231;B01;1;1;3;1;2006;5;0;-1;-1;0;0;-1;16
201900000717;138 305 232;A01;1;1;1;1;1935;5;8;-1;-1;0;0;-1;87
201900000733;138 305 201;A01;1;1;1;1;1967;4;8;8;-1;0;0;-1;55
201900000733;138 305 202;B01;1;1;3;1;2004;5;8;0;-1;-1; -1;-1;18
201900000735;138 305 193;B01;1;1;4;1;1974;0;8;0;-1;-1; -1;-1;48
201900000735;138 305 194;A01;1;1;4;1;1996;0;1;0;-1;-1; -1;-1;26
201900000740;138 305 184;A01;1;1;1;2;1987;5;1;8;-1;-1;0;-1;35
201900000740;138 305 185;B01;1;1;4;1;1963;0;2;0;-1;-1;0;-1;59
201900000750;138 305 164;A01;1;1;1;1;1963;1;1;8;-1;0; -1;-1;59
201900000750;138 305 165;B01;1;1;4;1;1988;1;8;0;-1;-1; -1;-1;34
201900000764;138 305 141;A01;1;1;4;2;1969;0;8;0;-1;-1; -1;-1;53
201900000765;138 305 140;A01;1;1;4;1;1998;0;8;0;-1;-1; -1;-1;24
201900000771;138 305 130;B01;1;1;1;1;1949;5;1;8;-1;-1;0;-1;73
201900000771;138 305 131;A01;1;1;3;2;1965;9;2;8;-1;-1;0;-1;57
201900000774;138 305 124;A01;1;1;4;1;1943;5;2;0;-1;0;0;-1;79
201900000774;138 305 125;B01;1;1;1;1;2008;5;2;8;-1;0;0;-1;14
201900000779;138 305 113;B01;1;1;3;1;2005;3;8;0;-1;-1; -1;-1;17
201900000793;138 305 083;A01;1;1;1;1;1980;0;1;0;-1;0;0;-1;42
201900000793;138 305 084;B01;1;1;4;2;1969;1;2;0;-1;0;0;-1;53
201900000807;138 305 054;A01;1;1;4;1;2001;2;8;2;-1;0;0;-1;21
201900000810;138 305 049;B01;1;1;4;1;1945;5;2;8;-1;0;0;-1;77
201900000812;138 305 046;A01;1;1;4;2;1992;5;8;2;-1;0;0;-1;30
201900000815;138 305 042;A01;10;3;4;2;1964;1;0;-1;-1;4;3;1;58
201900000815;138 305 042;A01;1;1;1;1;1995;9;8;2;-1;0;0;-1;27
201900000824;138 305 027;A01;1;1;1;2;1982;5;1;0;-1;-1;0;-1;40
201900000824;138 305 028;B01;1;1;4;1;2004;2;8;0;-1;-1;0;-1;18
201900000841;138 305 001;A01;1;1;1;1;1981;1;1;0;-1;-1; -1;-1;41
201900000841;138 305 002;B01;1;1;4;1;1965;1;2;0;-1;-1;0;-1;57
201900000846;138 304 993;A01;10;3;4;1;1959;0;8;0;-1;5;2;1;63
201900000846;138 304 993;A01;1;1;4;1;1972;0;8;0;-1;-1;0;-1;50
201900000857;138 304 971;B01;1;1;1;2;1937;5;1;-1;-1;0;0;-1;85
201900000857;138 304 972;A01;1;1;3;1;1934;5;0;-1;-1;0;0;-1;88
201900000858;138 304 969;B01;1;1;1;1;1994;5;2;-1;-1;0;0;-1;28
201900000858;138 304 970;A01;1;1;2;1;1958;5;2;-1;-1;0;0;-1;64
201900000866;138 304 958;A01;1;1;3;1;1953;5;2;-1;-1;0;0;-1;69
201900000879;138 304 936;B01;1;1;4;1;1960;5;2;-1;-1;0;0;-1;62
201900000879;138 304 937;A01;1;1;1;1;1939;5;1;-1;-1;0;0;-1;83
201900000887;138 304 923;A01;1;1;1;1;1956;4;1;-1;-1;0;0;-1;66
201900000887;138 304 924;B01;1;1;3;1;1939;5;0;-1;-1;0;0;-1;83
201900000888;138 304 921;B01;1;1;1;1;1948;5;0;-1;-1;0;0;-1;74
201900000888;138 304 922;A01;1;1;3;1;1966;3;0;-1;-1;0;0;-1;56
201900000889;138 304 919;A01;1;1;3;1;1984;5;2;-1;-1;0;0;-1;38
201900000889;138 304 920;B01;1;1;3;1;1978;5;2;-1;-1;0;0;-1;44
201900000907;138 304 892;B01;1;1;4;1;2001;2;0;-1;-1;0;0;-1;21
201900000907;138 304 893;A01;1;1;1;1;1958;5;1;-1;-1;0;0;-1;64
201900000965;138 304 784;A01;1;1;4;1;2002;0;8;0;-1;-1; -1;-1;20
201900000991;138 304 734;A01;1;1;1;2;1948;0;1;0;-1;0;0;-1;74
201900000991;138 304 735;B01;1;1;1;1;1993;0;8;0;-1;0;0;-1;29
201900000991;138 304 736;C01;1;1;4;1;1995;0;2;0;-1;0;0;-1;27
201900001003;138 304 716;B01;1;1;3;1;1957;5;2;6;-1;0;0;-1;65
201900001003;138 304 717;A01;1;1;1;2;1950;5;1;-1;-1;0;0;-1;72
201900001022;138 304 685;A01;1;1;1;1;1933;5;1;-1;-1;0;0;-1;89
201900001022;138 304 686;B01;1;1;3;1;1991;9;2;-1;-1;0;0;-1;31
201900001041;138 304 660;B01;2;2;1;2;1973;0;1;-1;-1;0;0;-1;49
201900001041;138 304 660;B01;1;1;1;2;1931;5;1;-1;-1;0;0;-1;91
201900001041;138 304 661;A01;1;1;3;1;1986;5;2;-1;-1;0;0;-1;36
201900001049;138 304 645;B01;1;1;3;1;1984;5;2;-1;-1;0;0;-1;38
201900001049;138 304 646;A01;1;1;1;1;1971;1;1;-1;-1;0;0;-1;51
201900001131;138 304 475;B01;1;1;1;1;1962;4;1;8;-1;-1; -1;-1;60
201900001131;138 304 476;A01;1;1;4;1;2001;0;8;0;-1;-1; -1;-1;21
201900001142;138 304 453;B01;1;1;4;1;1969;1;2;8;-1;0;0;-1;53
201900001142;138 304 454;A01;1;1;1;1;1986;1;1;0;-1;0;0;-1;36
201900001156;138 304 421;A01;1;1;3;1;1943;5;8;0;-1;0;0;-1;79
201900001156;138 304 422;B01;1;1;1;1;1964;5;2;8;-1;0;0;-1;58
201900001164;138 304 396;Z01;10;3;3;2;1947;5;8;0;-1;8;1;3;75
201900001166;138 304 393;A01;1;1;1;2;1983;0;1;8;-1;-1;0;-1;39
201900001166;138 304 394;B01;1;1;4;1;1976;1;8;0;-1;-1;0;-1;46
201900001174;138 304 380;A01;1;1;3;2;1955;5;8;0;-1;0;0;-1;67
201900001190;138 304 354;B01;1;1;1;1;1985;1;8;-1;-1;0;0;-1;37
201900001190;138 304 355;A01;1;1;3;1;1938;5;0;-1;-1;0;0;-1;84
201900001388;138 303 935;A01;1;1;1;1;1968;0;1;0;-1;-1;0;-1;54
201900001388;138 303 936;B01;1;1;4;1;1986;0;2;0;-1;-1; -1;-1;36
201900001402;138 303 907;B01;1;1;3;1;1939;5;2;0;-1;-1;0;-1;83
201900001402;138 303 908;A01;2;2;1;2;1989;5;1;8;-1;-1;0;-1;33
201900001402;138 303 908;A01;1;1;1;1;1985;5;1;7;-1;-1;0;-1;37
201900001414;138 303 890;A01;1;1;4;2;1964;5;8;0;-1;-1;0;-1;58
201900001426;138 303 872;A01;1;1;4;1;2006;5;8;8;-1;-1;0;-1;16
201900001426;138 303 873;B01;1;1;1;2;1963;5;1;8;-1;-1;0;-1;59
201900001447;138 303 829;B01;1;1;1;1;1996;4;1;0;-1;-1;0;-1;26
201900001447;138 303 832;A01;1;1;2;1;1987;0;8;0;-1;-1;0;-1;35
201900001454;138 303 817;B01;1;1;4;1;1969;0;0;0;0;0;0;-1;53
201900001454;138 303 818;A01;1;1;1;1;1983;0;1;0;-1;-1;0;-1;39
201900001459;138 303 809;B01;1;1;3;1;1953;5;2;0;-1;-1;0;-1;69
201900001459;138 303 810;A01;1;1;1;1;1963;5;8;0;-1;-1;0;-1;59
201900001471;138 303 783;A01;1;1;1;1;1970;-1;0;-1;-1;0;0;-1;52
201900001471;138 303 785;B01;1;1;4;1;1978;-1;0;-1;-1;0;0;-1;44
201900001476;138 303 776;B01;1;1;1;1;1973;4;1;8;-1;-1; -1;-1;49
201900001476;138 303 779;A01;1;1;4;1;1992;5;2;0;-1;-1; -1;-1;30
201900001498;138 303 741;B01;1;1;4;1;1961;9;2;8;-1;-1;0;-1;61
201900001498;138 303 742;A01;1;1;1;1;1959;9;2;8;-1;-1;0;-1;63
201900001499;138 303 739;B01;1;1;4;1;1965;5;2;0;-1;0;0;-1;57
201900001499;138 303 740;A01;1;1;1;1;1960;4;1;0;-1;0;0;-1;62
201900001507;138 303 723;A01;1;1;4;2;1984;4;2;8;-1;-1; -1;-1;38
201900001509;138 303 719;A01;10;3;4;2;1970;9;8;0;-1;5;1;2;52
201900001511;138 303 713;A01;1;1;3;2;1960;0;2;0;-1;-1;0;-1;62
201900001523;138 303 689;B01;1;1;1;1;1990;0;1;0;-1;0;0;-1;32
201900001523;138 303 691;A01;1;1;4;1;1985;9;8;0;-1;-1;0;-1;37
201900001544;138 303 651;A01;1;1;4;1;2004;5;8;0;-1;-1;0;-1;18
201900001545;138 303 649;A01;10;3;4;2;1957;9;8;0;-1;3;3;1;65
201900001545;138 303 649;A01;1;1;1;1;1991;1;8;0;-1;0;0;-1;31
201900001547;138 303 650;A01;1;1;4;1;1999;0;8;0;-1;-1;0;-1;23
201900001547;138 303 652;B01;1;1;1;2;1981;0;1;0;-1;-1;0;-1;41
201900001553;138 303 638;A01;10;3;4;2;2014;5;8;0;-1;5;9;1;8
201900001553;138 303 638;A01;1;1;4;1;1972;1;8;0;-1;-1;0;-1;50
201900001554;138 303 636;B01;1;1;4;1;1979;5;2;8;-1;-1;0;-1;43
201900001554;138 303 637;A01;1;1;1;1;1990;5;1;8;-1;-1;0;-1;32
201900001590;138 303 574;A01;1;1;4;1;1996;0;2;0;-1;0;0;-1;26
201900001618;138 303 527;A01;1;1;3;1;1957;5;0;-1;-1;0;0;-1;65
201900001618;138 303 528;B01;1;1;1;1;1975;4;1;-1;-1;0;0;-1;47
201900001625;138 303 517;A01;1;1;1;1;1967;1;1;0;-1;0;0;-1;55
201900001625;138 303 518;B01;1;1;4;1;1978;5;2;0;-1;0;0;-1;44
201900001633;138 303 503;B01;1;1;1;2;1998;0;1;0;-1;0;0;-1;24
201900001633;138 303 504;A01;1;1;4;2;1989;0;2;0;-1;0;0;-1;33
201900001636;138 303 498;A01;1;1;1;2;1985;3;1;0;-1;0;0;-1;37
201900001636;138 303 500;B01;1;1;4;1;2001;5;2;0;-1;0;0;-1;21
201900001657;138 303 457;B01;1;1;4;2;2004;5;8;0;-1;-1; -1;-1;18
201900001657;138 303 458;A01;1;1;1;1;1968;4;1;8;-1;-1; -1;-1;54
201900001736;138 303 324;B01;1;1;3;1;1964;5;2;-1;-1;0;0;-1;58
201900001736;138 303 325;A01;4;2;1;2;2010;5;1;-1;-1;0;0;-1;12
201900001736;138 303 325;A01;1;1;1;2;1975;5;1;-1;-1;0;0;-1;47
201900001736;138 303 325;A01;2;2;1;1;2003;5;1;-1;-1;0;0;-1;19
201900001737;138 303 322;B01;1;1;3;1;1958;5;2;-1;-1;0;0;-1;64
201900001737;138 303 323;A01;1;1;1;2;1979;1;1;-1;-1;0;0;-1;43
201900001738;138 303 320;A01;1;1;1;2;1960;5;1;-1;-1;0;0;-1;62
201900001738;138 303 321;B01;1;1;4;1;1960;5;2;-1;-1;0;0;-1;62
201900001740;138 303 318;A01;1;1;3;1;1932;5;2;-1;-1;0;0;-1;90
201900001754;138 303 292;B01;1;1;4;2;2007;5;0;-1;-1;0;0;-1;15
201900001754;138 303 293;A01;1;1;1;1;1960;1;1;-1;-1;0;0;-1;62
201900001792;138 303 216;A01;1;1;1;1;1928;5;1;0;-1;0;0;-1;94
201900001792;138 303 217;B01;1;1;3;1;1964;5;8;0;-1;-1; -1;-1;58
201900001814;138 303 165;A01;1;1;1;2;2001;0;1;0;-1;0;0;-1;21
201900001814;138 303 166;B01;1;1;4;2;1992;0;8;0;-1;-1; -1;-1;30
201900001818;138 303 157;A01;1;1;1;1;1979;1;1;0;-1;-1;0;-1;43
201900001818;138 303 158;Y01;1;1;4;1;1965;1;8;4;-1;-1;0;-1;57
201900001857;138 303 078;B01;1;1;4;1;1972;5;2;8;-1;0;0;-1;50
201900001857;138 303 079;A01;1;1;1;1;1959;4;1;0;-1;0;0;-1;63
201900001858;138 303 076;A01;1;1;1;2;1963;5;1;0;-1;0;0;-1;59
201900001858;138 303 077;B01;1;1;4;2;1968;5;2;8;-1;0;0;-1;54
201900001859;138 303 075;A01;10;3;4;1;1966;5;0;-1;-1;4;3;1;56
201900001859;138 303 075;A01;1;1;4;1;1985;4;2;-1;-1;0;0;-1;37
201900001860;138 303 073;B01;1;1;1;1;1996;4;1;0;-1;0;0;-1;26
201900001860;138 303 074;A01;1;1;3;1;1995;0;2;8;-1;0;0;-1;27
201900001862;138 303 070;Z01;10;3;4;1;1931;5;0;-1;-1;3;3;1;91
201900001869;138 303 058;A01;1;1;1;1;1950;0;1;0;-1;0;0;-1;72
201900001869;138 303 059;B01;1;1;4;1;2005;0;2;0;-1;0;0;-1;17
201900001870;138 303 056;A01;1;1;1;1;1969;0;1;0;-1;0;0;-1;53
201900001870;138 303 057;B01;1;1;4;2;1992;0;8;2;-1;0;0;-1;30
201900001907;138 302 986;A01;10;3;3;1;1930;0;0;-1;-1;5;A;1;92
201900001907;138 302 986;A01;1;1;1;1;2006;5;0;-1;-1;0;0;-1;16
201900001927;138 302 946;A01;10;3;4;2;2013;2;0;-1;-1;3;3;2;9
201900001927;138 302 946;A01;1;1;1;1;2006;2;0;-1;-1;0;0;-1;16
201900001967;138 302 865;A01;1;1;4;1;1994;5;8;0;-1;0;0;-1;28
201900001969;138 302 861;B01;1;1;4;1;1971;0;2;0;-1;0;0;-1;51
201900001969;138 302 862;A01;1;1;1;1;1998;0;1;0;-1;0;0;-1;24
201900001973;138 302 854;A01;1;1;1;1;1975;1;1;8;-1;-1; -1;-1;47
201900001973;138 302 855;B01;1;1;4;1;1965;1;2;8;-1;-1; -1;-1;57
201900001981;138 302 838;B01;1;1;1;1;1965;0;1;0;-1;-1;0;-1;57
201900001981;138 302 839;A01;1;1;4;1;1986;1;2;0;-1;-1;0;-1;36
201900001987;138 302 823;A01;1;1;1;1;1939;5;1;8;-1;-1;0;-1;83
201900001987;138 302 824;B01;1;1;4;2;1955;5;2;8;-1;-1;0;-1;67
201900001988;138 302 822;A01;1;1;4;1;1975;1;8;8;-1;-1;0;-1;47
201900001997;138 302 809;A01;1;1;4;1;1995;2;2;0;-1;-1; -1;-1;27
201900001997;138 302 810;B01;1;1;1;1;1985;9;1;8;-1;-1; -1;-1;37
201900002028;138 302 750;A01;1;1;4;1;1988;4;1;0;-1;0;0;-1;34
201900002028;138 302 751;B01;1;1;4;2;1969;9;2;8;-1;0;0;-1;53
201900002071;138 302 677;A01;1;1;3;2;1972;5;2;6;9;0;0;-1;50
201900002073;138 302 674;B01;1;1;4;1;1966;5;2;-1;-1;0;0;-1;56
201900002073;138 302 675;A01;1;1;1;1;1944;5;1;-1;-1;0;0;-1;78
201900002083;138 302 658;B01;1;1;1;1;1970;4;1;-1;-1;0;0;-1;52
201900002083;138 302 659;A01;1;1;2;1;2005;2;0;-1;-1;0;0;-1;17
201900002105;138 302 611;B01;1;1;3;2;1997;0;8;6;-1;-1; -1;-1;25
201900002105;138 302 612;A01;1;1;1;1;1948;0;1;0;-1;-1; -1;-1;74
201900002109;138 302 605;B01;1;1;4;1;1993;5;0;-1;-1;0;0;-1;29
201900002109;138 302 606;A01;1;1;1;1;1998;5;1;8;-1;-1; -1;-1;24
201900002137;138 302 559;B01;1;1;1;2;1980;0;1;0;-1;0;0;-1;42
201900002137;138 302 560;A01;1;1;4;1;1995;0;8;0;-1;0;0;-1;27
201900002143;138 302 550;Y01;1;1;4;1;1994;1;8;0;-1;-1; -1;-1;28
201900002151;138 302 540;A01;1;1;4;2;1984;1;2;4;-1;0;0;-1;38
201900002172;138 302 503;A01;1;1;1;2;1994;0;1;0;-1;0; -1;-1;28
201900002172;138 302 504;B01;1;1;4;1;2000;0;2;0;-1;0;0;-1;22
